;content;label;source
553;My tablet's front-facing camera has stopped working. I can't take selfies or video call anyone.;Video Card;synthetic
554;I'm experiencing a significant reduction in my laptop's battery life. It used to last for hours, but now it barely lasts an hour or two. I've tried adjusting the power settings, but it hasn't made much difference. Is there something wrong with the battery?;Battery;synthetic
555;My laptop is refusing to charge. I've tried different outlets and even a different charger, but it just won't budge. The battery indicator stays at zero percent and the laptop seems to be running on its last legs. Any ideas what's going on?;Battery;synthetic
556;I'm having a bit of a power problem with my computer. It keeps shutting down unexpectedly, even when there's still plenty of battery life remaining. The screen just goes dark and the system completely powers off without any warning or error message. I've tried restarting the computer, but it doesn't seem to help. Any ideas what could be causing this?;Battery;synthetic
557;I am having trouble getting my computer to start up. Every time I press the power button, the screen stays black and nothing happens. I've tried resetting the BIOS, but it hasn't helped. Could this be a problem with the firmware or drivers?;Storage;synthetic
558;I need assistance with my laptop. It's not turning on anymore. When I press the power button, the screen remains black and nothing occurs. I attempted to reset the BIOS, but it was unsuccessful. Could this be a driver or firmware issue?;Storage;synthetic
559;One of my computer's speakers is emitting a consistent electric sound, which is becoming quite bothersome. It's almost like a constant crackling or clicking noise that is only audible when the speaker is in use. I've tried adjusting the volume, but the sound remains persistent.;CPU/FAN/Heatsink;synthetic
560;My computer is experiencing an overheating problem. I noticed that the fan is not working properly and there's a strange noise coming from the system. The temperature seems to be unusually high, and I'm worried it might damage my hardware. Can you help me fix this issue?;CPU/FAN/Heatsink;synthetic
561;My laptop is experiencing a sudden and significant decrease in battery life.;Battery;synthetic
562;I am having issues with my computer's wireless connection. It seems to be intermittently disconnecting and reconnecting, causing disruptions in my work. I have tried resetting the router and restarting my computer, but the issue persists.;Network;synthetic
